person_id,estado,detalhe,data
431,descartado,home_village,2026-02-24T14:52:28+02:00
456,descartado,home_traditional_authority,2026-02-24T14:52:28+02:00
476,descartado,home_village,2026-02-24T14:52:28+02:00
431,descartado,home_village,2026-02-24T14:55:32+02:00
456,descartado,home_traditional_authority,2026-02-24T14:55:32+02:00
476,descartado,home_village,2026-02-24T14:55:32+02:00
