codigo,unidade_sanitaria,tipo,tipo_de_us,nivel,classificacao,maternidade_sn,latitude,longitude,provincia,distrito
1080700,HD Jangamo,HD,Hospital Distrital,Nível Secundário,HD - Hospital Distrital,SIM,,,INHAMBANE,JANGAMO
1080811,CS Benzane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.64361,-22.60685,INHAMBANE,MABOTE
1080801,CS Chitanga,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,INHAMBANE,MABOTE
1080806,CS Mabote,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,34.1442,-22.04047,INHAMBANE,MABOTE
1080810,CS Maculuve,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.87957,-21.74168,INHAMBANE,MABOTE
1080807,CS Mussengue,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.18742,-21.8948,INHAMBANE,MABOTE
1080805,CS Papatane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.84051,-22.39726,INHAMBANE,MABOTE
1080809,CS Tanguane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.50441,-21.68443,INHAMBANE,MABOTE
1080808,CS Zimane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.53621,-22.13901,INHAMBANE,MABOTE
1080907,CS Balata,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.6528,-22.43539,INHAMBANE,MASSINGA
1080910,CS Cangela,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.33751,-23.42963,INHAMBANE,MASSINGA
1080916,CS Chicomo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.02032,-22.76638,INHAMBANE,MASSINGA
1080919,CS Chihunze,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.28,-23.3089,INHAMBANE,MASSINGA
1080917,CS Chtuane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.12421,-23.09035,INHAMBANE,MASSINGA
1080915,CS Inhaloi,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.25285,-23.10088,INHAMBANE,MASSINGA
1080908,CS Kamudawuca,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,INHAMBANE,MASSINGA
1080911,CS Mangonha,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.42952,-23.28717,INHAMBANE,MASSINGA
1080900,CS Massinga,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,NÃO,35.38,-23.33456,INHAMBANE,MASSINGA
1080918,CS Muchungo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.53673,-22.92141,INHAMBANE,MASSINGA
1080914,CS Murie,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.44618,-22.96295,INHAMBANE,MASSINGA
1080912,CS Muvamba,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.30189,-22.87401,INHAMBANE,MASSINGA
1080906,CS Nhachengue,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.18033,-22.85552,INHAMBANE,MASSINGA
1080913,CS Rio das Pedras,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.38198,-23.19469,INHAMBANE,MASSINGA
1080903,CS Tevele,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,INHAMBANE,MASSINGA
1080920,CS Tongogara,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,35.317303,-23.14544,INHAMBANE,MASSINGA
1080901,HD Massinga,HD,Hospital Distrital,Nível Secundário,HD - Hospital Distrital,SIM,35.38,-23.33386,INHAMBANE,MASSINGA
1081007,CS Agostinho Neto,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,35.28437,-24.03626,INHAMBANE,MAXIXE
1081011,CS Bembe,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,35.28584,-23.866,INHAMBANE,MAXIXE
1081012,CS Chicuque,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,NÃO,35.3483,-23.81752,INHAMBANE,MAXIXE
1081014,CS Cuguana,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,35.31108,-23.97516,INHAMBANE,MAXIXE
1081008,CS Dambo,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,35.28622,-24.00446,INHAMBANE,MAXIXE
1081004,CS Eduardo Mondlane,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,,,INHAMBANE,MAXIXE
1081013,CS Mabil,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,35.29852,-23.93512,INHAMBANE,MAXIXE
1081015,CS Macuamene,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,35.32758,-23.90199,INHAMBANE,MAXIXE
1081016,CS Manhala,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,35.30452,-23.8175,INHAMBANE,MAXIXE
1081017,CS Mawewe,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,35.25992,-23.89968,INHAMBANE,MAXIXE
1081006,CS Maxixe,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,35.34357,-23.86167,INHAMBANE,MAXIXE
1081003,CS Nhanguila,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,NÃO,,,INHAMBANE,MAXIXE
1081009,CS Teles,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,NÃO,35.3323,-23.76279,INHAMBANE,MAXIXE
1081010,CS Tinga Tinga,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,35.36185,-23.71723,INHAMBANE,MAXIXE
1081000,HR Chicuque,HR,Hospital Rural,Nível Secundário,HR - Hospital Rural,SIM,35.34825,-23.81758,INHAMBANE,MAXIXE
1081005,Privado Posto Médico UniSave,Privado,Privado,Nível Primário,Privado,,,,INHAMBANE,MAXIXE
1081115,CS Barrane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,INHAMBANE,MORRUMBENE
1081107,CS Cambine,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.24896,-23.61882,INHAMBANE,MORRUMBENE
1081106,CS Gotite,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.23341,-23.43935,INHAMBANE,MORRUMBENE
1081103,CS Guibobane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,INHAMBANE,MORRUMBENE
1081118,CS Linga - Linga,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,INHAMBANE,MORRUMBENE
1081108,CS Magumbo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.40329,-23.67323,INHAMBANE,MORRUMBENE
1081109,CS Mahangue,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.27917,-23.76988,INHAMBANE,MORRUMBENE
1081112,CS Maivene,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.34055,-23.55388,INHAMBANE,MORRUMBENE
1081113,CS Matacalane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.1887,-23.72779,INHAMBANE,MORRUMBENE
1081114,CS Mocodoene,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.16153,-23.65933,INHAMBANE,MORRUMBENE
1081111,CS Morrumbene,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,35.34262,-23.65621,INHAMBANE,MORRUMBENE
1081104,CS Murie,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,INHAMBANE,MORRUMBENE
1081105,CS Panda,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,,,,INHAMBANE,MORRUMBENE
1081110,CS Sitila,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.0585,-23.17218,INHAMBANE,MORRUMBENE
1081116,CS Tambanjane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.15913,-23.54811,INHAMBANE,MORRUMBENE
1081202,CS Bilanhane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,INHAMBANE,PANDA
1081205,CS Chivalo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.57158,-24.18599,INHAMBANE,PANDA
1081206,CS Inhassune,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,34.85241,-24.23863,INHAMBANE,PANDA
1081209,CS Jojo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.72561,-23.78755,INHAMBANE,PANDA
1081207,CS Massalane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.87709,-24.02793,INHAMBANE,PANDA
1081208,CS Mawayela,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.113,-24.3574,INHAMBANE,PANDA
1081210,CS Panda,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,34.72915,-24.06648,INHAMBANE,PANDA
1081303,CS 19 de Outubro,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,,,,INHAMBANE,VILANCULOS
1081306,CS Belane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.25853,-22.65783,INHAMBANE,VILANCULOS
1081302,CS Benguerra,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,INHAMBANE,VILANCULOS
1081313,CS Chibuene,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,35.32041,-22.05002,INHAMBANE,VILANCULOS
1081315,CS Chichocane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.32041,-22.05002,INHAMBANE,VILANCULOS
1081317,CS Chipanela,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.2735,-22.76286,INHAMBANE,VILANCULOS
1081316,CS Chipanzane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,INHAMBANE,VILANCULOS
1081309,CS Machaniça,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.30242,-22.16819,INHAMBANE,VILANCULOS
1081314,CS Macunhe,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.25187,-21.86193,INHAMBANE,VILANCULOS
1081307,CS Mapinhane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.11196,-22.2519,INHAMBANE,VILANCULOS
1081311,CS Muabsa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.78491,-22.2271,INHAMBANE,VILANCULOS
1081304,CS Nhamacunda,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,,,,INHAMBANE,VILANCULOS
1081308,CS Pambara,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.13845,-21.98164,INHAMBANE,VILANCULOS
1081305,CS Quequer A.,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.24529,-22.28859,INHAMBANE,VILANCULOS
1081312,CS Quewene,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.42647,-22.31029,INHAMBANE,VILANCULOS
1081310,CS Vialanculos,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,NÃO,35.3197,-21.99282,INHAMBANE,VILANCULOS
1081301,HR Vilanculos,HR,Hospital Rural,Nível Secundário,HR - Hospital Rural,SIM,35.24529,-22.28859,INHAMBANE,VILANCULOS
1081406,CS Banguza,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.49328,-24.62086,INHAMBANE,ZAVALA
1081408,CS Cala,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,35.01631,-24.59006,INHAMBANE,ZAVALA
1081416,CS Canda,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.57265,-24.79524,INHAMBANE,ZAVALA
1081404,CS Chitondo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.45977,-24.79534,INHAMBANE,ZAVALA
1081403,CS Dúcua,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,,,,INHAMBANE,ZAVALA
1081407,CS Guilundo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.84851,-24.58904,INHAMBANE,ZAVALA
1081414,CS Maculuva,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.41912,-24.52837,INHAMBANE,ZAVALA
1081409,CS Maundene,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.43231,-24.71001,INHAMBANE,ZAVALA
1081413,CS Mavila,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.57223,-24.63183,INHAMBANE,ZAVALA
1081415,CS Muane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.92121,-24.59753,INHAMBANE,ZAVALA
1081419,CS Nhacodue,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,,,INHAMBANE,ZAVALA
1081411,CS Quissico,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,NÃO,34.74745,-24.71503,INHAMBANE,ZAVALA
1081410,CS Zandamela,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,34.31572,-24.78734,INHAMBANE,ZAVALA
1081405,HD Quissico,HD,Hospital Distrital,Nível Secundário,HD - Hospital Distrital,SIM,34.74745,-24.71503,INHAMBANE,ZAVALA
1081412,PS Chipole,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,34.80363,-24.58248,INHAMBANE,ZAVALA
1060214,CS Barauro,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.09049,-17.89138,MANICA,BÁRUE
1060207,CS Cagore,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.35647,-18.11698,MANICA,BÁRUE
1060215,CS Catandica,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,NÃO,33.17094,-18.05454,MANICA,BÁRUE
1060216,CS Chuala,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.24046,-18.40718,MANICA,BÁRUE
1060206,CS Cruz. Macossa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.25361,-17.72235,MANICA,BÁRUE
1060208,CS Honde,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.2022,-18.32491,MANICA,BÁRUE
1060201,CS Militar,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,MANICA,BÁRUE
1060218,CS Munene,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.15834,-18.15454,MANICA,BÁRUE
1060217,CS Mussianharo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.29742,-18.33201,MANICA,BÁRUE
1060210,CS Nhampassa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.21937,-17.79774,MANICA,BÁRUE
1060211,CS Nhassacara,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.25399,-17.60326,MANICA,BÁRUE
1060209,CS Nhazonia,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.19399,-17.94753,MANICA,BÁRUE
1060212,CS Phanze,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.11611,-18.33059,MANICA,BÁRUE
1060204,CS Sabão,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,MANICA,BÁRUE
1060202,CS Sanhanthunze,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,,,MANICA,BÁRUE
1060213,CS Serra Choa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.01551,-17.99121,MANICA,BÁRUE
1060200,HD Catandica,HD,Hospital Distrital,Nível Secundário,HD - Hospital Distrital,SIM,33.17072,-18.05408,MANICA,BÁRUE
1060107,CS 1º de Maio,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo A,SIM,33.45789,-19.11423,MANICA,CIDADE DE CHIMOIO
1060110,CS 7 De Abril,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,33.47624,-19.15022,MANICA,CIDADE DE CHIMOIO
1060109,CS Chissui,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,33.4478,-19.1431,MANICA,CIDADE DE CHIMOIO
1060106,CS Eduardo Mondlane,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,NÃO,,,MANICA,CIDADE DE CHIMOIO
1060101,CS Estrela Vermelha,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,MANICA,CIDADE DE CHIMOIO
1060108,CS Nhamaonha,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,33.4994,-19.1236,MANICA,CIDADE DE CHIMOIO
1060112,CS Vila Nova,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo A,SIM,,,MANICA,CIDADE DE CHIMOIO
1060100,HP Chimoio,HP,Hospital Provincial,Nível Terciário,HP - Hospital Provincial,SIM,,,MANICA,CIDADE DE CHIMOIO
1060153,Privado Clinica Privada Dr. Abrantes,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,,,MANICA,CIDADE DE CHIMOIO
1060154,Privado Clinica Privada Fatima,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,SIM,,,MANICA,CIDADE DE CHIMOIO
1060152,Privado Clinica Privada PAF,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo B,SIM,,,MANICA,CIDADE DE CHIMOIO
1060151,Privado CS Estrela Vermelha,CS,Centro de Saúde Urbano,Nível Primário,Centro de Saúde Urbano Tipo C,NÃO,,,MANICA,CIDADE DE CHIMOIO
1060111,Privado Penitenciário Cabeça do Velho,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,NÃO,,,MANICA,CIDADE DE CHIMOIO
1060113,Privado Saúde  Militar,PS,Posto de Saúde,Nível Primário,PS - Posto de Saúde,NÃO,,,MANICA,CIDADE DE CHIMOIO
1060307,CS Amatongas,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.81,-19.10013,MANICA,GONDOLA
1060310,CS Cafumpe,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,MANICA,GONDOLA
1060306,CS Chipindaumwe,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.78508,-19.05232,MANICA,GONDOLA
1060319,CS F. Manhanga,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.63453,-19.10817,MANICA,GONDOLA
1060302,CS Gondola,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,MANICA,GONDOLA
1060309,CS Inchope,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.92582,-19.20284,MANICA,GONDOLA
1060305,CS Josina Machel,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,33.65156,-19.08749,MANICA,GONDOLA
1060308,CS Maforga,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,MANICA,GONDOLA
1060301,CS Maparanhanga Serra,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,NÃO,,,MANICA,GONDOLA
1060313,CS Muda Serração,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.83369,-19.3284,MANICA,GONDOLA
1060355,CS Mutocoma,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.63433,-19.27122,MANICA,GONDOLA
1060300,HD Gondola,HD,Hospital Distrital,Nível Secundário,HD - Hospital Distrital,SIM,33.6414,-19.07708,MANICA,GONDOLA
1060406,CS Bunga,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.29027,-16.85658,MANICA,GURO
1060407,CS Chivuli,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.69193,-17.04702,MANICA,GURO
1060408,CS Guro - Sede,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,33.34914,-17.41963,MANICA,GURO
1060409,CS Mandie,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.52559,-16.45173,MANICA,GURO
1060411,CS Massangano,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.80745,-16.42633,MANICA,GURO
1060402,CS Minga,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,MANICA,GURO
1060410,CS Mungari,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.55192,-17.16417,MANICA,GURO
1060416,CS Nhacatale,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,,,,MANICA,GURO
1060412,CS Nhamassonge,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.54188,-16.78973,MANICA,GURO
1060413,CS Nhansana,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.35892,-17.51082,MANICA,GURO
1060103,CS Nhaphungo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.32116,-16.97324,MANICA,GURO
1060414,CS Tchetcha,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.29004,-17.1243,MANICA,GURO
1060415,CS Thanda,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.34317,-16.71137,MANICA,GURO
1061207,CS Catize,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.3286,-19.21611,MANICA,MACATE
1061206,CS Chicanga,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.56005,-19.24914,MANICA,MACATE
1061208,CS Chinete,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.63215,-19.54525,MANICA,MACATE
1061155,CS Filipe Jacinto Nyusi,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,MANICA,MACATE
1061203,CS Macate,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.51295,-19.41506,MANICA,MACATE
1061204,CS Marera,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.48025,-19.26769,MANICA,MACATE
1061209,CS Mutindir,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,,,MANICA,MACATE
1061205,CS Zembe Centro,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.38774,-19.26458,MANICA,MACATE
1060506,CS Bassane,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.27237,-20.95461,MANICA,MACHAZE
1060514,CS Chinzine,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,32.45555,-21.2608,MANICA,MACHAZE
1060507,CS Chipopopo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.53547,-21.02623,MANICA,MACHAZE
1060508,CS Chipudji,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.53337,-20.67035,MANICA,MACHAZE
1060509,CS Chitobe,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,33.36953,-20.82449,MANICA,MACHAZE
1060596,CS Mavende,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.45964,-21.29043,MANICA,MACHAZE
1060510,CS Mazwissanga,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,32.62783,-21.37044,MANICA,MACHAZE
1060513,CS Mutefo,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.3561,-20.42842,MANICA,MACHAZE
1060512,CS Sambassoca,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.08114,-21.44916,MANICA,MACHAZE
1060511,CS Save,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.28303,-21.31809,MANICA,MACHAZE
1060597,CS Thimbi - Thimbi,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,32.91377,-21.45812,MANICA,MACHAZE
1060515,HD Machaze,HD,Hospital Distrital,Nível Secundário,HD - Hospital Distrital,SIM,,,MANICA,MACHAZE
1060610,CS Dunda,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.41508,-17.72724,MANICA,MACOSSA
1060606,CS Macossa,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 1,SIM,33.93947,-17.89971,MANICA,MACOSSA
1060607,CS Massangazi,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.9718,-17.70845,MANICA,MACOSSA
1060609,CS Nguawala,CS,Centro de Saúde Rural,Nível Primário,Centro de Saúde Rural Tipo 2,SIM,33.60684,-18.45799,MANICA,MACOSSA
